id,sold_price,sold_datetime
261,7791.0,2021-02-08 21:13:22.796546
264,9106.0,2021-01-17 15:59:11.669326
267,7705.0,2021-01-18 18:42:20.134133
269,,
270,9145.0,2021-02-14 21:58:46.277755
277,,
279,,
280,10672.0,2021-02-02 11:27:01.265278
282,9804.0,2021-02-05 13:20:02.863524
287,6813.0,2021-01-29 11:36:25.670746
290,,
294,7729.0,2021-01-24 11:09:06.551900
24362,,
24365,11354.0,2021-02-13 23:24:59.506066
24366,10470.0,2021-01-21 22:39:28.808591
24371,7895.0,2021-01-21 22:14:24.083744
24373,9321.0,2021-02-07 09:21:17.633599
24378,9327.0,2021-02-04 00:48:13.783874
24383,,
24384,,
24385,6799.0,2021-01-26 12:58:51.068840
24387,10335.0,2021-01-29 01:37:58.662243
24392,6669.0,2021-01-24 18:22:53.890887
24393,10175.0,2021-02-02 16:26:16.289861
24398,6670.0,2021-01-05 11:27:16.676769
24401,14065.0,2021-01-27 05:45:57.802502
24405,10423.0,2021-01-19 19:09:15.689932
24407,8655.0,2021-02-17 10:54:30.100576
24408,8052.0,2021-01-23 02:47:03.097513
24409,,
24416,,
24418,7802.0,2021-01-22 20:22:16.570470
24419,11611.0,2021-01-23 06:31:44.257774
24427,8232.0,2021-02-22 02:57:40.450706
24435,8912.0,2021-02-03 14:34:53.079032
24440,11004.0,2021-01-16 04:11:11.678201
24445,7638.0,2021-01-19 11:29:38.991494
24452,12777.0,2021-02-04 05:38:00.496368
24455,9800.0,2021-01-01 09:44:52.521468
24461,,
24464,,
24466,6376.0,2021-01-15 06:01:14.352024
24472,10327.0,2021-01-29 21:13:00.512421
24473,10179.0,2021-01-30 13:43:44.447273
24474,7728.0,2021-01-12 21:00:17.010750
24483,11686.0,2021-01-27 17:00:11.840499
24487,9472.0,2021-01-10 15:28:45.505842
24492,6739.0,2021-01-20 10:33:05.359028
24495,8227.0,2021-02-14 00:20:31.147075
24502,9623.0,2021-02-09 20:19:19.365132
24507,6986.0,2021-02-13 19:57:43.326922
24510,,
24512,8504.0,2021-01-25 15:40:32.328459
24514,12754.0,2021-01-08 20:08:25.501832
24516,11599.0,2021-01-07 05:35:23.533339
24522,9722.0,2021-01-24 03:10:49.128275
24529,9600.0,2021-01-28 05:32:19.831326
24531,,
24537,8116.0,2021-01-23 16:36:30.407209
24538,10844.0,2021-01-19 01:24:10.760374
24541,7863.0,2021-02-01 10:09:00.435835
24545,13079.0,2021-01-09 06:16:04.432036
24549,11818.0,2021-01-29 23:47:18.288171
24551,9940.0,2021-02-08 11:44:52.718539
24552,9770.0,2021-01-19 14:54:03.019772
24553,,
24560,7768.0,2021-02-06 18:20:37.903413
24567,14327.0,2021-02-07 02:25:01.630404
24582,9721.0,2021-01-21 23:31:39.864538
24588,8773.0,2021-01-13 10:20:19.434220
24590,9775.0,2021-01-15 01:17:28.984353
24594,,
24597,7532.0,2021-01-25 07:03:40.838737
24601,6616.0,2021-02-16 00:01:22.024858
24603,9571.0,2021-01-14 05:17:06.422923
24605,7581.0,2021-01-18 12:47:28.599667
24607,8472.0,2021-02-03 18:14:34.919336
24608,15190.0,2021-01-11 18:22:44.776684
24612,,
24614,,
24619,8467.0,2021-01-14 20:54:57.636265
24631,,
24637,8928.0,2021-01-02 18:42:38.991028
24642,,
24643,11349.0,2021-01-21 12:28:15.696889
24644,10335.0,2021-01-15 23:11:55.410702
24646,10791.0,2021-01-15 10:54:52.157166
24655,12899.0,2021-02-05 13:12:33.358814
24660,9446.0,2021-01-19 02:42:01.779877
24661,,
24663,9011.0,2021-02-01 05:31:03.863460
24666,8438.0,2021-01-23 15:35:08.945438
24669,,
24676,7466.0,2021-01-26 04:20:08.094022
24681,9120.0,2021-01-11 13:04:20.098248
24705,9198.0,2021-01-18 20:10:45.475069
24706,6997.0,2021-02-04 23:40:21.671820
24709,12932.0,2021-01-30 17:09:16.782794
24711,9637.0,2021-02-07 22:23:24.619374
24716,,
24719,7491.0,2021-01-10 17:29:02.696370
24722,,
24724,7088.0,2021-01-13 23:42:44.567160
24731,7428.0,2021-01-17 05:09:51.749997
24734,12881.0,2021-02-03 07:36:40.229344
24737,9099.0,2021-01-21 18:02:50.244027
24744,7644.0,2021-01-14 04:59:38.421009
24745,8837.0,2021-01-06 12:46:44.016885
24746,9163.0,2021-01-21 13:08:43.551108
24753,9112.0,2021-01-13 15:20:01.040185
24759,,
24762,7797.0,2021-01-21 04:20:25.878827
24765,9536.0,2021-01-30 05:58:40.006995
24770,11543.0,2021-01-25 03:24:51.863993
24771,,
24777,8045.0,2021-02-03 05:10:54.189434
24786,10852.0,2021-01-23 03:35:31.748870
24788,,
24792,7085.0,2021-02-06 06:06:27.593463
24794,,
24797,10183.0,2021-02-15 02:37:59.621927
24801,9237.0,2021-02-09 07:01:24.337771
24804,7863.0,2021-01-15 00:10:16.552945
24805,,
24808,,
24810,8110.0,2021-01-06 15:25:06.074824
24811,,
24812,10485.0,2021-01-17 20:44:37.507720
24813,,
24814,,
24816,,
24823,,
24827,16035.0,2021-01-19 03:42:45.698521
24831,7124.0,2021-01-30 07:31:45.598743
24836,,
24841,,
24844,8207.0,2021-01-24 07:30:38.699433
24846,10124.0,2021-01-21 01:44:19.181785
24848,,
24849,,
24851,10775.0,2021-02-10 09:22:51.648953
24857,8514.0,2021-01-18 16:25:45.003885
24859,8104.0,2021-01-14 08:05:24.651894
24861,8178.0,2021-01-21 23:51:45.235368
24862,19698.0,2021-01-24 04:20:18.936443
24865,13800.0,2021-01-21 14:59:14.428278
24866,16061.0,2021-01-21 21:49:46.973160
24874,7689.0,2021-01-20 03:12:05.123889
24875,9577.0,2021-01-14 23:00:32.811368
24880,9167.0,2021-01-21 19:41:02.311015
24882,7328.0,2021-01-19 17:20:18.986079
24886,6909.0,2021-01-29 09:06:03.794079
24891,12375.0,2021-02-01 06:05:49.307121
24893,13218.0,2021-01-14 13:23:21.952719
24894,7531.0,2021-01-11 05:43:22.025813
24901,8797.0,2021-01-31 14:35:27.043391
24906,11349.0,2021-01-23 14:39:54.739596
24909,9798.0,2021-02-03 20:29:13.817310
24913,9649.0,2021-01-27 09:52:54.315796
24914,7698.0,2021-01-13 04:08:13.592980
24921,,
24923,10173.0,2021-01-12 02:16:35.665309
24930,,
24944,8165.0,2021-01-15 03:32:54.358545
24946,14154.0,2021-01-16 18:28:09.820041
24950,8513.0,2021-01-17 22:34:21.885353
24951,8553.0,2021-01-04 02:09:11.572385
24959,,
24962,11202.0,2021-01-18 05:55:56.767345
24963,7093.0,2021-01-23 06:24:24.749957
24966,,
24967,7802.0,2021-01-28 14:36:47.097535
24975,8605.0,2021-01-06 11:30:18.559523
24978,10295.0,2021-01-11 20:29:15.757732
25000,7693.0,2021-01-08 03:54:34.247883
25003,14191.0,2021-02-03 11:13:46.910797
25006,,
25007,15842.0,2021-01-11 05:50:47.651479
25009,8001.0,2021-02-11 06:12:20.206107
25014,11171.0,2021-01-15 23:12:40.375805
25017,8513.0,2021-01-24 10:27:42.103361
25021,14215.0,2021-01-27 15:15:07.981381
25025,8925.0,2021-01-24 05:42:56.740616
25027,11511.0,2021-02-19 05:08:52.496695
25029,10071.0,2021-01-18 05:44:39.160198
25030,,
25033,6733.0,2021-02-07 13:54:23.094487
25037,14607.0,2021-01-23 09:34:40.413171
25038,12795.0,2021-01-15 05:21:21.453599
25039,,
25046,,
25056,8860.0,2021-02-03 01:21:00.373613
25059,11932.0,2021-01-29 14:05:15.602879
25061,8671.0,2021-01-17 19:43:42.512997
25068,,
25071,11429.0,2021-01-06 05:07:13.840637
25076,8461.0,2021-01-13 11:08:24.314057
25080,8246.0,2021-02-02 20:53:51.772490
25088,,
25091,,
25095,12095.0,2021-01-16 06:12:38.266803
25097,8380.0,2021-02-12 17:06:06.481845
25101,8272.0,2021-02-05 18:12:06.650370
25106,8871.0,2021-01-20 10:14:40.280095
25108,9231.0,2021-01-17 07:16:52.160716
25113,10333.0,2021-01-17 13:46:47.865530
25116,7472.0,2021-01-28 16:29:24.047864
25118,11316.0,2021-02-24 10:27:21.330755
25121,7737.0,2021-01-11 08:30:52.888843
25122,6888.0,2021-01-08 15:25:33.901118
25125,,
25127,8490.0,2021-02-01 13:49:42.513209
25135,,
25137,,
25140,6984.0,2021-01-13 00:38:08.368135
25141,8630.0,2021-01-13 19:15:01.546380
25147,9816.0,2021-02-03 07:18:48.286128
25149,10715.0,2021-01-25 12:21:13.060202
25152,5350.0,2021-01-19 12:29:45.166031
25158,11127.0,2021-01-27 16:17:09.607041
25162,7882.0,2021-02-02 12:32:16.918402
25170,6788.0,2021-02-01 22:39:40.389565
25172,,
25185,7039.0,2021-02-16 07:57:05.400724
25189,,
25192,17239.0,2021-02-03 19:28:33.926491
25194,10449.0,2021-01-29 10:27:32.142945
25206,6704.0,2021-01-19 02:23:26.786193
25211,9723.0,2021-02-02 20:43:50.033797
25215,11889.0,2021-01-30 19:54:37.597990
25217,9210.0,2021-01-29 19:10:55.611733
25221,7716.0,2021-01-12 19:57:21.743602
25222,9732.0,2021-02-02 21:31:52.664275
25224,,
25234,9273.0,2021-01-28 20:13:28.356650
25240,9082.0,2021-01-27 04:05:19.670291
25241,8585.0,2021-01-10 20:43:57.482716
25245,8949.0,2021-01-15 07:45:39.264365
25249,,
25250,,
25256,18550.0,2021-01-24 11:24:39.570717
25267,,
25269,,
25273,13513.0,2021-01-24 23:49:21.581072
25276,11721.0,2021-02-06 05:48:14.468156
25280,11493.0,2021-01-29 17:22:20.243129
25283,10844.0,2021-01-16 11:59:46.288595
25296,11274.0,2021-01-22 20:07:33.784917
25308,9202.0,2021-03-03 10:22:54.560933
25312,,
25318,12679.0,2021-02-01 14:57:26.916254
25321,6885.0,2021-02-17 07:32:59.599608
25325,10342.0,2021-01-19 20:39:55.643527
25331,,
25333,9445.0,2021-02-15 17:42:21.028292
25337,,
25338,8448.0,2021-02-17 05:40:09.054254
25339,11437.0,2021-01-30 03:31:01.966588
25345,9477.0,2021-01-15 01:39:54.322265
25346,8945.0,2021-02-01 10:02:58.778054
25347,,
25352,7752.0,2021-01-14 08:24:30.251945
25355,7298.0,2021-01-24 21:30:02.712678
25357,,
25361,12987.0,2021-02-14 22:48:39.943245
25364,,
25367,,
25378,7965.0,2021-01-24 15:55:19.972167
25381,12382.0,2021-01-27 16:27:21.690345
25392,6440.0,2021-01-15 11:05:06.037827
25395,8823.0,2021-01-17 20:01:38.530817
25397,9044.0,2021-01-25 16:46:48.271399
25402,10100.0,2021-01-22 02:29:43.476167
25405,8662.0,2021-01-25 00:43:36.294393
25407,,
25408,8582.0,2021-01-25 00:00:18.375520
25409,7982.0,2021-02-09 17:47:57.599314
25416,6230.0,2021-01-21 19:39:42.244031
25419,,
25424,12085.0,2021-02-07 03:19:09.518455
25426,8568.0,2021-01-10 10:51:38.928399
25433,8768.0,2021-02-11 11:12:23.920784
25440,,
25443,8834.0,2021-01-25 10:23:30.323515
25445,11581.0,2021-01-27 13:52:29.813948
25449,11164.0,2021-01-31 00:59:07.899557
25452,,
25457,7264.0,2021-01-21 16:17:54.056111
25460,8160.0,2021-01-19 10:53:24.135153
25470,,
25477,14435.0,2021-01-13 15:48:46.067822
25478,10336.0,2021-02-13 10:30:48.334063
25479,9689.0,2021-01-12 02:31:25.848743
25484,8379.0,2021-01-15 19:55:27.876424
25486,9485.0,2021-01-07 04:18:46.523241
25490,7002.0,2021-02-10 07:05:46.312861
25491,10665.0,2021-02-02 17:56:54.243986
25493,11958.0,2021-01-15 14:11:25.949809
25494,11987.0,2021-02-15 04:01:40.842858
25498,8028.0,2021-01-24 18:36:03.998459
25499,8193.0,2021-01-16 18:13:30.023816
25505,8770.0,2021-01-13 09:22:37.950326
25523,,
25530,,
25533,,
25540,,
25541,,
25542,,
25544,,
25547,13651.0,2021-01-16 19:54:40.162511
25549,,
25552,10185.0,2021-01-11 13:38:10.478982
25560,,
25570,7226.0,2021-02-03 14:15:23.142882
25573,,
25580,,
25595,7597.0,2021-01-16 11:31:15.376959
25598,6203.0,2021-01-18 15:22:42.955328
25608,11260.0,2021-01-10 03:40:21.284193
25611,13775.0,2021-02-02 02:32:18.052617
25613,11432.0,2021-01-18 20:21:04.147279
25616,7742.0,2021-01-08 13:53:02.924320
25619,7519.0,2021-02-22 04:49:46.096485
25628,7466.0,2021-02-04 23:41:59.973145
25630,9660.0,2021-01-13 03:30:12.529273
25636,6399.0,2021-01-04 14:15:41.112608
25640,6583.0,2021-01-23 09:21:20.282508
25641,7517.0,2021-01-15 15:07:36.942170
25642,6196.0,2021-01-11 15:26:42.963595
25648,7930.0,2021-02-04 06:57:19.900169
25658,8788.0,2021-01-22 05:30:09.694431
25663,6604.0,2021-01-09 23:49:33.034029
25664,10087.0,2021-01-27 04:39:30.996069
25668,13018.0,2021-01-03 15:54:01.795735
25674,9469.0,2021-02-09 05:24:53.355073
25678,,
25681,,
25692,16041.0,2021-01-19 21:58:08.490852
25699,7426.0,2021-01-25 04:58:28.063860
25700,10139.0,2021-02-01 23:08:32.191431
25703,10259.0,2021-01-23 01:16:52.159019
25707,,
25711,,
25717,,
25719,9624.0,2021-02-06 19:45:04.419706
25722,8866.0,2021-01-04 15:51:08.425976
25734,6748.0,2021-01-13 17:16:50.346702
25737,15007.0,2021-01-24 06:38:03.619101
25743,,
25745,,
25747,11089.0,2021-01-22 19:39:12.451923
25749,10051.0,2021-02-17 08:28:20.368892
25760,21452.0,2021-01-21 02:22:05.463756
25761,19159.0,2021-02-03 02:35:22.455574
25763,8020.0,2021-01-19 01:37:25.973476
25765,9902.0,2020-12-30 18:37:17.811470
25768,8114.0,2021-01-24 18:57:38.042838
25773,4484.0,2021-01-11 20:45:08.866570
25783,,
25785,,
25786,8561.0,2021-02-08 17:06:55.434592
25791,7477.0,2021-01-25 18:57:38.420017
25794,9366.0,2021-01-31 20:11:30.942588
25795,6868.0,2021-02-06 08:24:56.040323
25798,,
25802,10957.0,2021-01-15 02:48:51.685607
25814,,
25818,8109.0,2021-02-03 19:42:47.346012
25819,7598.0,2021-01-15 04:56:51.959713
25823,12529.0,2021-01-27 02:13:44.380658
25824,8021.0,2021-01-09 23:16:59.261437
25825,9585.0,2021-01-27 11:39:15.075790
25829,8241.0,2021-01-20 04:02:20.807201
25830,,
25831,9347.0,2021-01-28 20:39:32.422654
25834,10352.0,2021-02-07 23:34:10.890624
25835,9216.0,2021-01-11 00:44:28.633869
25841,9193.0,2021-01-21 06:46:00.790049
25842,,
25844,14173.0,2021-01-24 04:27:30.810786
25846,9636.0,2021-02-17 13:15:32.599740
25850,8238.0,2021-02-15 22:16:41.101769
25852,,
25860,11431.0,2021-01-16 13:37:00.780530
25866,,
25872,10484.0,2021-01-13 03:43:08.869945
25875,9078.0,2021-02-05 13:22:05.112120
25877,8699.0,2021-01-24 18:28:56.706803
25886,,
25897,9071.0,2021-01-12 02:34:03.582168
25900,6759.0,2021-02-03 04:07:36.860778
25918,8989.0,2021-01-27 13:10:03.558739
25919,,
25920,8622.0,2021-01-16 09:08:57.697839
25925,9162.0,2021-01-22 17:13:42.239825
25930,,
25933,11166.0,2021-02-03 11:20:44.153459
25938,7376.0,2021-02-17 20:25:07.208864
25948,10689.0,2021-02-02 09:45:34.860521
25954,10470.0,2021-02-01 06:49:07.687529
25959,9676.0,2021-01-08 03:32:33.048040
25964,,
25965,8228.0,2021-01-27 02:50:16.358929
25976,,
25977,9066.0,2021-02-10 19:25:17.395047
25979,,
25980,10015.0,2021-01-14 14:58:39.549966
25987,10660.0,2021-01-27 05:45:49.936515
25990,8056.0,2021-01-25 12:29:31.794253
25991,9572.0,2021-01-19 10:44:22.923723
25994,11009.0,2021-01-19 17:51:41.944315
25999,9770.0,2021-01-24 02:24:24.921532
26001,15627.0,2021-01-21 15:45:34.667586
26003,10640.0,2021-01-17 12:11:38.018007
26007,6855.0,2021-01-03 06:38:59.161230
26008,18814.0,2021-01-14 18:28:53.754611
26010,9117.0,2021-01-30 03:45:21.317160
26014,13312.0,2020-12-29 18:21:13.690460
26015,8739.0,2021-01-06 01:27:36.375878
26016,11108.0,2021-02-02 20:13:38.085304
26020,8440.0,2021-01-19 08:17:09.771103
26021,9381.0,2021-01-26 13:16:17.896380
26025,9811.0,2021-01-23 03:26:39.121906
26027,15949.0,2021-01-12 07:43:32.458237
26039,10268.0,2021-02-10 18:03:12.012089
26041,9616.0,2021-01-25 15:08:27.349552
26042,8076.0,2021-02-08 16:31:08.329448
26047,8579.0,2021-01-15 07:56:29.649227
26054,8504.0,2021-01-31 02:49:00.395056
26055,7754.0,2021-01-20 09:14:49.035438
26061,6351.0,2021-01-25 16:45:59.983610
26064,13288.0,2021-01-14 22:35:23.649254
26065,7925.0,2021-01-15 11:14:34.371918
26068,,
26077,9263.0,2021-01-13 16:50:55.871032
26078,7818.0,2021-01-02 22:25:05.880530
26079,9988.0,2021-01-10 10:51:23.668724
26088,10526.0,2021-01-20 06:17:21.243236
26090,6898.0,2021-01-25 18:28:40.639814
26092,8102.0,2021-02-03 07:02:06.863581
26094,8034.0,2021-02-03 14:14:25.965128
26098,9800.0,2021-02-02 11:01:47.633055
26100,,
26106,9261.0,2021-01-17 18:41:42.246940
26109,9602.0,2021-01-05 19:41:42.184824
26112,9112.0,2021-02-01 17:47:10.986485
26113,8715.0,2021-02-05 05:38:29.204013
26121,11270.0,2021-01-08 18:52:24.392682
26124,9029.0,2021-02-09 11:46:31.405297
26127,9153.0,2021-01-26 03:21:48.652740
26133,9249.0,2021-01-25 14:51:44.982408
26134,9749.0,2021-02-06 10:10:08.621005
26135,8329.0,2021-02-09 12:42:03.916704
26137,8846.0,2021-01-17 11:27:49.855913
26139,8663.0,2021-02-01 22:28:20.334914
26146,9834.0,2021-01-04 13:02:58.696584
26147,10030.0,2021-01-12 17:05:46.964433
26150,11008.0,2021-01-14 21:05:26.248656
26151,7686.0,2020-12-30 23:10:18.556473
26154,9403.0,2021-01-13 23:09:50.688292
26160,10864.0,2021-01-18 14:44:51.061236
26162,9284.0,2021-01-11 10:13:03.998334
26163,9464.0,2021-01-27 03:42:28.393740
26166,,
26167,10201.0,2021-01-23 02:45:10.892095
26168,8337.0,2021-01-05 10:26:09.723357
26169,8743.0,2021-01-27 22:10:00.751863
26175,8044.0,2021-01-14 03:40:15.091353
26176,8532.0,2021-01-27 06:17:12.463394
26184,,
26187,8957.0,2021-01-16 07:41:19.597302
26191,14614.0,2021-01-17 03:05:36.899654
26192,8598.0,2021-01-15 01:09:44.596903
26193,8724.0,2021-01-21 06:17:35.842876
26196,6496.0,2021-01-22 16:43:57.662520
26197,8049.0,2021-01-30 05:58:18.916683
26206,11205.0,2021-01-25 15:17:32.759431
26209,7897.0,2021-01-26 12:17:52.279252
26210,,
26215,,
26219,8853.0,2021-01-25 11:43:29.671815
26220,11563.0,2021-02-12 16:43:11.789129
26223,9475.0,2021-01-27 18:32:48.200358
26224,10569.0,2021-01-17 11:04:30.223201
26226,9267.0,2021-02-05 05:29:45.069589
26231,,
26232,8776.0,2021-01-29 04:05:34.781956
26239,13570.0,2021-02-01 09:06:48.680088
26247,9120.0,2021-02-02 03:43:39.119085
26254,,
26256,7952.0,2021-01-11 21:09:18.276946
26258,,
26261,7995.0,2021-01-30 06:35:56.106465
26267,,
26279,8624.0,2021-02-01 05:27:01.046909
26281,7909.0,2021-01-18 08:20:59.609498
26293,,
26297,,
26300,8656.0,2021-03-05 19:40:21.134862
26304,10247.0,2021-01-29 19:01:22.606438
26318,9084.0,2021-01-26 12:53:45.710242
26320,8678.0,2021-01-19 13:01:04.689871
26323,,
26326,10380.0,2021-01-13 06:30:36.292187
26327,8759.0,2021-01-21 06:22:30.678376
26330,10517.0,2021-01-29 23:12:51.915566
26331,8060.0,2021-02-02 18:01:33.462847
26333,9742.0,2021-01-23 10:21:48.539779
26342,9198.0,2021-01-26 12:48:34.090242
26351,13841.0,2021-01-31 05:52:02.822257
26354,9371.0,2021-01-17 02:58:33.165392
26362,9060.0,2021-01-20 23:06:12.859518
26364,,
26367,7769.0,2021-01-17 03:31:10.091761
26368,,
26372,7250.0,2021-02-04 20:05:10.610672
26375,8630.0,2021-01-26 04:02:07.381257
26377,,
26383,7444.0,2021-01-15 00:35:05.994112
26393,7434.0,2021-01-30 01:14:41.839555
26395,5797.0,2021-02-12 05:47:16.584556
26397,11111.0,2021-01-26 17:03:07.751572
26400,,
26407,10582.0,2021-01-29 01:51:50.228711
26408,7280.0,2021-01-14 21:44:05.487849
26413,,
26414,,
26421,12941.0,2021-01-05 07:33:46.506748
26425,,
26428,12654.0,2021-01-08 07:37:44.182053
26439,6836.0,2021-01-07 03:04:17.916199
26441,,
26447,,
26451,7810.0,2021-01-21 08:36:44.376430
26452,,
26453,8205.0,2021-01-06 01:17:57.402920
26457,,
26466,6807.0,2021-01-30 06:06:12.745619
26468,7279.0,2021-01-24 23:57:39.934881
26473,,
26480,6260.0,2021-02-08 09:12:30.033644
26481,6393.0,2021-01-18 11:23:04.387107
26482,7383.0,2021-01-09 22:07:23.683717
26483,,
26484,8924.0,2021-02-11 16:49:24.458959
26485,7268.0,2021-01-20 00:48:24.069629
26492,8970.0,2021-01-31 16:13:58.896012
26497,7340.0,2021-01-20 04:40:20.310358
26500,9484.0,2021-01-13 00:42:14.391954
26501,10012.0,2021-01-24 09:41:44.088181
26502,7110.0,2021-01-31 22:30:27.487952
26503,8868.0,2021-02-02 03:34:16.190083
26506,10518.0,2021-01-27 21:58:48.318443
26507,8145.0,2021-01-29 06:23:45.346460
26511,7938.0,2021-02-04 17:38:21.653831
26515,11155.0,2021-02-05 23:50:41.475911
26517,13243.0,2021-01-07 21:32:41.176603
26519,9680.0,2021-02-04 19:33:57.143568
26526,9099.0,2021-01-15 10:01:24.229438
26534,9218.0,2021-01-20 10:02:04.448912
26536,9203.0,2021-01-23 00:53:01.743495
26541,8946.0,2021-01-28 17:30:39.255575
26551,8390.0,2021-01-24 20:40:54.457261
26554,9951.0,2021-02-04 17:01:17.711807
26566,13969.0,2021-02-02 05:40:28.005572
26569,12366.0,2021-01-24 03:04:02.154656
26575,9399.0,2021-01-24 07:03:56.688184
26576,6889.0,2021-02-02 18:34:56.738474
26578,8850.0,2021-01-23 06:53:51.298297
26584,9026.0,2021-01-20 19:04:26.613774
26590,8229.0,2021-01-18 11:47:09.788957
26594,13322.0,2021-01-24 08:22:03.237429
26607,,
26613,11387.0,2021-01-20 14:41:41.433286
26617,,
26621,11868.0,2021-02-11 13:49:41.849490
26628,7605.0,2021-02-09 15:15:35.304035
26639,9420.0,2021-01-28 19:45:34.080162
26646,8876.0,2021-01-21 19:33:00.447912
26647,,
26650,10176.0,2021-02-01 12:55:31.407606
26654,8248.0,2021-01-09 13:51:31.280416
26660,9752.0,2021-01-27 10:31:07.776844
26663,9884.0,2021-02-04 08:41:36.142341
26664,,
26667,7957.0,2021-01-11 08:13:32.524660
26670,7053.0,2021-01-19 09:12:02.020808
26679,8441.0,2021-01-30 03:48:16.922667
26680,9165.0,2021-01-29 12:09:11.967052
26685,,
26686,,
26689,11484.0,2021-01-20 22:06:57.107823
26693,8622.0,2021-02-21 20:41:49.302737
26696,,
26704,7601.0,2021-02-13 05:20:11.508035
26710,,
26712,7375.0,2021-01-23 04:49:13.849902
26718,,
26724,,
26726,,
26727,6674.0,2021-02-07 13:10:01.249078
26728,9900.0,2021-01-24 17:35:11.228622
26733,,
26736,7435.0,2021-01-30 21:08:22.625101
26738,11066.0,2021-01-21 19:11:24.716969
26739,7632.0,2021-02-06 09:02:31.240651
26747,,
26749,10005.0,2021-01-29 13:24:52.389863
26754,8081.0,2021-01-21 14:01:57.777468
26756,12730.0,2021-02-07 11:46:24.424902
26760,6570.0,2021-01-13 11:56:56.342556
26761,7868.0,2021-01-27 21:54:59.105604
26763,9230.0,2021-01-15 22:10:21.764501
26775,6824.0,2021-01-23 06:54:24.328209
26776,,
26778,,
26779,,
26781,9437.0,2021-01-25 01:58:45.932122
26790,,
26791,9134.0,2021-01-26 15:24:09.427110
26797,9892.0,2021-01-15 15:56:26.081651
26799,7913.0,2021-02-13 16:02:30.558555
26803,7845.0,2021-02-11 11:10:34.270756
26806,18589.0,2021-01-09 04:00:57.115735
26807,12495.0,2021-02-03 06:12:35.386305
26808,,
26810,12673.0,2021-01-14 00:43:18.723705
26815,17592.0,2021-02-10 11:03:04.967081
26819,,
26820,8151.0,2021-01-14 03:41:32.648993
26824,11513.0,2021-02-01 14:11:50.534933
26829,11652.0,2021-01-09 20:36:10.748701
26830,,
26831,6634.0,2021-01-20 08:24:10.548627
26833,,
26834,8658.0,2021-01-25 17:01:14.412464
26841,7903.0,2021-02-08 01:31:08.849234
26844,10181.0,2021-01-15 09:33:08.988917
26852,,
26855,10562.0,2021-02-06 07:40:21.301845
26859,11878.0,2021-02-06 03:53:12.358972
26861,8570.0,2021-01-23 00:35:01.521686
26866,10358.0,2021-01-10 16:44:29.204644
26881,8477.0,2021-01-26 05:31:24.299153
26899,13246.0,2021-01-08 00:42:57.385900
26904,,
26905,9138.0,2021-01-22 19:20:28.217999
26913,,
26918,11926.0,2021-02-18 07:57:22.741720
26926,,
26931,,
